entity1,relation,entity2
黄瘤,并发症,多发性骨髓瘤
喉角化症,并发症,口腔癌
韦尼克脑病,并发症,低血压
急性化脓性腹膜炎,并发症,感染性休克
急性化脓性腹膜炎,并发症,腹腔脓肿
急性化脓性腹膜炎,并发症,酸中毒
屏幕脸,并发症,内分泌失调
痞气,并发症,腹痛
屏幕脸,并发症,肥胖症
睥翻粘睑,并发症,睑外翻
屏幕脸,并发症,痔疮
盆底综合征,并发症,直肠脱垂
脾约,并发症,便秘
精子畸形,并发症,习惯性流产
渗出性中耳炎,并发症,粘连性中耳炎
渗出性中耳炎,并发症,分泌性中耳炎
膀胱膨出,并发症,重复膀胱
膀胱膨出,并发症,膀胱不发育与发育不全
肾上腺肿瘤,并发症,高血压
神经纤维瘤病,并发症,神经纤维瘤
神经纤维瘤病,并发症,肺炎
痞满,并发症,胃癌
神经纤维瘤病,并发症,癫痫
食管内异物,并发症,脓肿
食管内异物,并发症,慢性纵隔炎
精子畸形,并发症,男性不育症
屏幕脸,并发症,结膜炎
盆腔积液,并发症,不孕不育
疱疹,并发症,尿潴留
疱疹,并发症,膀胱炎
疱疹,并发症,昏迷
膀胱膨出,并发症,膀胱外翻
疱疹,并发症,前列腺炎
疱疹,并发症,恶心和呕吐
膀胱膨出,并发症,膀胱憩室
疱疹,并发症,听力障碍
盆腔积液,并发症,慢性盆腔炎
癌性疼痛,并发症,颅内高压综合征
癌性疼痛,并发症,腹痛
Ⅰ型免疫母细胞性淋巴腺病,并发症,淀粉样变性
Ⅰ型免疫母细胞性淋巴腺病,并发症,重症肌无力
肾萎缩,并发症,尿毒症
肾萎缩,并发症,贫血
嗜血细胞综合症,并发症,肝肿瘤
髋关节结核,并发症,肌肉萎缩
口腔单纯性疱疹,并发症,鹅口疮
口腔溃疡,并发症,口臭
口底多间隙感染,并发症,败血症
口腔溃疡,并发症,鹅口疮
输卵管阻塞性不孕,并发症,流产
口咽部粘连,并发症,吞咽困难
开放性脑外伤,并发症,脑脓肿
口腔扁平苔藓,并发症,口腔癌
开放性脑外伤,并发症,脑膨出
口腔白斑病,并发症,口腔癌
开角型青光眼,并发症,恶性青光眼
眶蜂窝织炎,并发症,视网膜病变
输卵管阻塞性不孕,并发症,产褥感染
口腔单纯性疱疹,并发症,口腔溃疡
开放性脑外伤,并发症,外伤性颈内动脉海绵窦瘘
开角型青光眼,并发症,虹膜睫状体炎
多发性末梢神经炎,并发症,腹泻
动眼、滑车及外展神经疾病,并发症,瘫痪
多发性末梢神经炎,并发症,末梢神经炎
多发性末梢神经炎,并发症,周期性瘫痪
电击伤所致脊髓病,并发症,褥疮
多发性内分泌肿瘤综合征Ⅰ型,并发症,腹泻
毒热侵肤,并发症,胎赤
外伤性乳房脂肪坏死,并发症,乳头内陷
毒热侵肤,并发症,漆疮
外阴银屑病,并发症,外阴湿疹
维生素A摄入过多,并发症,过期产儿
维生素A摄入过多,并发症,肛门闭锁
第三脑室肿瘤,并发症,癫痫
维生素A摄入过多,并发症,儿童精神分裂症
癫痫发作与癫痫综合征,并发症,创伤性窒息
胃肠道癌转移卵巢,并发症,输卵管粘连
外耳道外生骨疣,并发症,骨软骨瘤
癫痫发作与癫痫综合征,并发症,外伤性癫痫
维生素A摄入过多,并发症,儿童孤独症
维生素A摄入过多,并发症,儿童腹痛
维生素A摄入过多,并发症,儿童遗尿症
维生素A摄入过多,并发症,肛膜闭锁
维生素A摄入过多,并发症,儿童口吃
维生素A摄入过多,并发症,儿童急性良性肌炎
维生素A摄入过多,并发症,儿童期情绪障碍
维生素A摄入过多,并发症,动脉导管未闭
维生素A摄入过多,并发症,鹅口疮
维生素A摄入过多,并发症,儿童学习能力障碍
维生素A摄入过多,并发症,儿童胰腺功能不全并中性粒细胞减少症综合征
维生素A摄入过多,并发症,儿童遗粪症
维生素A摄入过多,并发症,第五日综合征
维生素A摄入过多,并发症,多种抽动综合征
维生素A摄入过多,并发症,出血性休克和脑病综合征
维生素A摄入过多,并发症,川崎病
维生素A摄入过多,并发症,肠梨形鞭毛虫病
维生素A摄入过多,并发症,儿童抽动障碍
维生素A摄入过多,并发症,地中海贫血
胃平滑肌瘤,并发症,缺铁性贫血
外阴银屑病,并发症,皮炎
胃平滑肌瘤,并发症,贫血
维生素A摄入过多,并发症,大量羊水吸入
外伤相关性青光眼,并发症,前房积血
外伤相关性青光眼,并发症,脉络膜裂伤
外伤相关性青光眼,并发症,视网膜脱离
维生素A摄入过多,并发症,喘息样支气管炎
代谢性碱中毒,并发症,呼吸性碱中毒
维生素A摄入过多,并发症,百日咳
外阴脂肪肉瘤,并发症,肺转移瘤
维生素A摄入过多,并发症,阿斯伯格综合症
胞内分枝杆菌感染,并发症,腹痛
胞内分枝杆菌感染,并发症,贫血
变异型心绞痛,并发症,猝死
变异性红斑角化病,并发症,红斑
胞内分枝杆菌感染,并发症,脑病
宾斯旺格病,并发症,高血压
表皮葡萄球菌肺炎,并发症,化脓性关节炎
宾斯旺格病,并发症,褥疮
变应性皮肤血管炎,并发症,全身性特发性毛细血管扩张症
宾斯旺格病,并发症,尿路感染
髌股关节软骨损伤,并发症,髌骨软化症
围绝经期功能失调性子宫出血,并发症,贫血
闭孔疝,并发症,腹膜炎
闭孔疝,并发症,肠梗阻
肉痉,并发症,失眠
妊娠瘙痒性荨麻疹性丘疹及斑块病,并发症,疱疹样天疱疮
乳头状囊腺瘤,并发症,吞咽困难
乳痨,并发症,潮热
乳痨,并发症,咳嗽
肉痹,并发症,肌肉萎缩
乳痨,并发症,阴虚火旺
桡骨小头骨折,并发症,骨化性肌炎
铁尘肺,并发症,肺气肿
桡骨小头骨折,并发症,关节脱位
妊娠合并心房间隔缺损,并发症,动脉导管未闭
妊娠合并心房间隔缺损,并发症,败血症
天冬氨酰葡萄糖胺尿症,并发症,精神病
桡骨小头骨折,并发症,缺血性坏死
软骨母细胞瘤,并发症,骨折
妊娠合并肺结核,并发症,肺念珠菌病
软骨母细胞瘤,并发症,动脉瘤样骨囊肿
特发性嗜酸性粒细胞增多综合征,并发症,充血性心力衰竭
特发性嗜酸性粒细胞增多综合征,并发症,血栓形成
气性坏疽病,并发症,昏迷
气性坏疽病,并发症,黄疸
退行性黄韧带肥厚,并发症,椎管狭窄
铜中毒引起的溶血性贫血,并发症,黄疸
气秘,并发症,便秘
千日疮,并发症,结膜炎
全身性红斑狼疮,并发症,败血症
维生素A摄入过多,并发症,儿童睡眠障碍
全身性红斑狼疮,并发症,肺炎
全身性红斑狼疮,并发症,尿毒症
气性坏疽病,并发症,谵妄
梅毒性巩膜炎,并发症,黄斑囊样水肿
铜绿色假单胞菌肺炎,并发症,肾功能不全
门静脉高压症,并发症,脾功能亢进
梅毒性巩膜炎,并发症,前葡萄膜炎
慢性肥厚性鼻炎,并发症,三叉神经痛
慢性肥厚性鼻炎,并发症,头痛
门静脉高压症,并发症,食管胃底静脉曲张及其破裂出血
慢性肥厚性鼻炎,并发症,失眠
马方综合征,并发症,癫痫
马方综合征,并发症,蛛网膜下腔出血
慢性肥厚性鼻炎,并发症,肿胀
马方综合征,并发症,青光眼
慢性肥厚性鼻炎,并发症,鼻窦炎
铜绿色假单胞菌肺炎,并发症,呼吸衰竭
马方综合征,并发症,虹膜炎
马方综合征,并发症,主动脉瓣狭窄
马方综合征,并发症,近视
乳痨,并发症,疮疡
太阳病,并发症,太阳中风
毛状白斑,并发症,人乳头瘤病毒感染
慢性黏膜皮肤念珠菌病,并发症,缺铁性贫血
老年人慢性疾病性贫血,并发症,低血容量性休克
卵巢泡膜细胞瘤,并发症,腹膜炎
老年人慢性疾病性贫血,并发症,低血糖
绿脓假单胞菌属感染,并发症,缺血性坏死
卵巢泡膜细胞瘤,并发症,腹水
卵巢炎,并发症,内分泌失调
老年人支气管哮喘,并发症,支气管扩张
绿脓假单胞菌属感染,并发症,脓肿
老年人酒精性肝病,并发症,肝性脑病
脑膜转移瘤,并发症,肺癌
卵巢炎,并发症,不孕不育
老年人支气管哮喘,并发症,慢性支气管炎
卵巢泡膜细胞瘤,并发症,肺栓塞
老年人支气管哮喘,并发症,气胸
老年人支气管哮喘,并发症,肺不张
老年人支气管哮喘,并发症,纵隔气肿
慢性黏膜皮肤念珠菌病,并发症,糖尿病
卵巢泡膜细胞瘤,并发症,肠梗阻
脑干损伤,并发症,褥疮
脑干损伤,并发症,尿路感染
慢性黏膜皮肤念珠菌病,并发症,甲状旁腺功能减退症
老年人酒精性肝病,并发症,酒精性肝硬化
脑脊液鼻漏,并发症,低颅压综合征
女子梦交,并发症,头痛
老年人白细胞减少症和粒细胞缺乏症,并发症,肺炎
老年人白细胞减少症和粒细胞缺乏症,并发症,败血症
牛痘,并发症,脓毒症
男性性早熟,并发症,甲状旁腺功能亢进
男性性早熟,并发症,恶心和呕吐
脑性瘫痪综合征,并发症,癫痫
脑性瘫痪综合征,并发症,智能障碍
固定性药疹,并发症,水肿
脑性瘫痪综合征,并发症,小儿言语和语言障碍
拟除虫菊类农药中毒,并发症,昏迷
骨嗜酸性肉芽肿,并发症,骨折
高原病,并发症,肺水肿
脑性瘫痪综合征,并发症,儿童学习能力障碍
拟除虫菊类农药中毒,并发症,肺水肿
男性性早熟,并发症,头痛
骨纤维异常增殖症,并发症,脑萎缩
股神经卡压综合征,并发症,躯体感觉障碍
关格,并发症,便秘
关格,并发症,便血
关格,并发症,昏迷
男性性早熟,并发症,巨人症及肢端肥大症
关格,并发症,牙宣
股外侧皮神经炎,并发症,肌肉痉挛
持续性输卵管妊娠,并发症,贫血
肠道息肉病,并发症,贫血
赤脉贯布,并发症,青光眼
春季结膜炎,并发症,圆锥角膜
赤脉贯布,并发症,白内障
产褥中暑,并发症,腹泻
春季结膜炎,并发症,白内障
慢性黏膜皮肤念珠菌病,并发症,维生素A缺乏病
习惯性流产,并发症,腹痛
赤痢,并发症,恶心和呕吐
小儿气管、支气管异物,并发症,肺脓肿
习惯性流产,并发症,输卵管炎
小儿气管、支气管异物,并发症,支气管炎
春季结膜炎,并发症,角膜基质炎
习惯性流产,并发症,自然流产
习惯性流产,并发症,子宫内膜炎
小儿气管、支气管异物,并发症,肺气肿
虚寒咳嗽,并发症,肺气肿
小儿癫痫,并发症,颅脑损伤
先天性厚甲症,并发症,黏膜白斑
小儿癫痫,并发症,脑水肿
粉刺样痣,并发症,基底细胞癌
房事两感症,并发症,肾小球肾炎
肺功能衰竭,并发症,肺气肿
房事两感症,并发症,风湿病
疣状血管瘤,并发症,运动障碍疾病
非典型麻疹综合征,并发症,肺炎
房事两感症,并发症,中耳炎
阴囊癌,并发症,肾上腺肿瘤
瘀血头痛,并发症,脑膜炎
肺癌骨转移,并发症,肺癌
瘀血头痛,并发症,癫痫
阴道壁脱垂,并发症,尿失禁
瘀血头痛,并发症,脑疝
瘀血头痛,并发症,颅内肿瘤
阴囊癌,并发症,肾癌
阴囊癌,并发症,前列腺癌
阴囊癌,并发症,膀胱癌
阴囊癌,并发症,肺癌
咽异感症,并发症,慢性咽炎
分水岭区脑梗死,并发症,高血压
言语障碍,并发症,小儿孤独症
言语障碍,并发症,智能障碍
阴道异物,并发症,败血症
分水岭区脑梗死,并发症,糖尿病
阴道异物,并发症,盆腔脓肿
阴道内胚窦瘤,并发症,肺转移瘤
阴道异物,并发症,腹膜炎
阴道异物,并发症,水肿
阴道异物,并发症,外阴炎
阴道异物,并发症,尿瘘
阴道异物,并发症,阴道炎
阴道异物,并发症,感染性休克
言语障碍,并发症,自闭症
阴道异物,并发症,粪瘘
阴道嗜血杆菌性阴道炎,并发症,滴虫性阴道炎
阴道嗜血杆菌性阴道炎,并发症,葡萄球菌感染
转移性骨肿瘤,并发症,骨折
子宫纵隔,并发症,流产
寒冷性荨麻疹,并发症,关节痛
转移性骨肿瘤,并发症,肌肉萎缩
红外线伤,并发症,水肿
喉烧灼伤,并发症,肺水肿
寒冷性荨麻疹,并发症,头痛
恒定性外斜视,并发症,弱视
后天性大疱性表皮松解,并发症,脓毒症
后发性白内障,并发症,青光眼
红外线伤,并发症,色素斑
黄热病,并发症,弥散性血管内凝血
急性假膜型念珠菌口炎,并发症,口腔溃疡
着色性干皮病,并发症,雀斑
子痫,并发症,高血压脑病
子痫,并发症,高血压
黄热病,并发症,肺炎
喉烧灼伤,并发症,支气管肺炎
子痫,并发症,糖尿病
厚皮性骨膜病,并发症,心血管疾病
中性粒细胞增多症,并发症,脑栓塞
结肠阿米巴,并发症,肠套叠
结肠阿米巴,并发症,直肠癌
结肠阿米巴,并发症,腹痛
结肠阿米巴,并发症,水肿
子宫纵隔,并发症,子宫性不孕
结肠阿米巴,并发症,肠梗阻
结肠阿米巴,并发症,腹泻
结肠阿米巴,并发症,脓肿
结肠阿米巴,并发症,粪瘘
结肠阿米巴,并发症,腹膜炎
转移性骨肿瘤,并发症,骨肉瘤
结肠阿米巴,并发症,膀胱瘘
肘外翻,并发症,尺神经损伤
增生性骨关节病,并发症,滑膜炎
转移性皮肤钙化病,并发症,特发性皮肤钙化病
结肠阿米巴,并发症,肠瘘
中性粒细胞增多症,并发症,肺栓塞
肘外翻,并发症,骨折
颈动脉狭窄,并发症,短暂性脑缺血发作
脾水,并发症,腹水
甲状腺乳头癌,并发症,呼吸衰竭
角膜鳞状细胞癌,并发症,虹膜睫状体炎
平滑肌肉瘤,并发症,癌性疼痛
继发性高血压,并发症,高血压病视网膜病变
皮克病,并发症,尿路感染
品他病,并发症,脓毒症
皮克病,并发症,痴呆
继发性高血压,并发症,高血压危象
皮脂缺乏症,并发症,钱币状湿疹
片吸虫病,并发症,肝硬化
品他病,并发症,脓毒症和菌血症
片吸虫病,并发症,贫血
片吸虫病,并发症,黄疸
水臌,并发症,瘫痪
斯蒂尔病,并发症,肺炎
水臌,并发症,肝炎
斯蒂尔病,并发症,肺不张
斯蒂尔病,并发症,成人呼吸窘迫综合征
水臌,并发症,腹痛
胼胝体进行性变性,并发症,高血压
脾动脉瘤,并发症,腹主动脉动脉瘤破裂
水臌,并发症,腹泻
胼胝体进行性变性,并发症,充血性心力衰竭
水臌,并发症,腹胀
葡萄球菌中毒性休克综合征,并发症,脑水肿
葡萄球菌中毒性休克综合征,并发症,昏迷
继发性高血压,并发症,高血压性心脏病
继发性高血压,并发症,脑血管病
食管源性胸痛,并发症,吞咽困难
上颌窦炎,并发症,头痛
眶假瘤,并发症,脑膜炎
口腔癌,并发症,营养不良
手腕扭伤,并发症,肿胀
口腔癌,并发症,癌性疼痛
眶上神经痛,并发症,细菌感染
眶上神经痛,并发症,肌肉萎缩
开放性手外伤,并发症,肿胀
开放性手外伤,并发症,创伤性关节炎
克里格勒-纳贾尔综合征,并发症,昏迷
卡氏肺囊虫肺炎,并发症,自发性气胸
Kaposis肉瘤,并发症,骨肉瘤
空巢综合症,并发症,老年痴呆
客忤,并发症,小儿癫痫
输精管堵塞,并发症,无精症
水疥,并发症,红斑
失眠抑郁,并发症,糖尿病
失眠抑郁,并发症,乳腺癌
失眠抑郁,并发症,高血压
湿痹,并发症,周期性动眼神经麻痹
水疥,并发症,虱病
失眠抑郁,并发症,冠心病
失眠抑郁,并发症,偏瘫
癌肿性关节炎,并发症,恶心和呕吐
水疥,并发症,肿胀
癌肿性关节炎,并发症,肺炎
Austin型幼儿脑硫脂病,并发症,共济失调
疔疮,并发症,脑囊虫病
毒瘾,并发症,恶心和呕吐
大头瘟,并发症,肿胀
多系统萎缩,并发症,尿路感染
丹痧,并发症,痹证
弹性假黄瘤,并发症,高血压
胆热,并发症,慢性胰腺炎
大汗腺癌,并发症,头痛
弹性假黄瘤,并发症,冠心病
多睾症,并发症,腹股沟斜疝
胃肠疾病,并发症,胃、十二指肠溃疡急性穿孔
多形红斑样皮疹,并发症,细菌感染
外阴软纤维瘤,并发症,阴道炎
胃肠疾病,并发症,胃肠道外瘘
胃肠疾病,并发症,胃损伤
萎缩性胆囊炎,并发症,肝脓肿
大汗腺癌,并发症,功能性呕吐
口腔菜花状乳头瘤病,并发症,阴道鳞状上皮癌
维生素D缺乏性手足抽搐症,并发症,喉痉挛
外阴蛲虫病,并发症,输卵管炎
外阴蛲虫病,并发症,阑尾炎
外阴蛲虫病,并发症,阴道炎
五积,并发症,腹痛
围术期伴发的精神障碍,并发症,高血压脑病
围术期伴发的精神障碍,并发症,睡眠障碍
围术期伴发的精神障碍,并发症,神经性头痛
五脏痹,并发症,头痛
不安腿综合征,并发症,睡眠障碍
围术期伴发的精神障碍,并发症,高血压
外阴蛲虫病,并发症,外阴炎
不动杆菌肺炎,并发症,脑膜炎
外阴早期浸润性鳞癌,并发症,肺癌
围术期伴发的精神障碍,并发症,头痛
不安腿综合征,并发症,失眠
五更泄,并发症,神经衰弱
不动纤毛综合征,并发症,鼻息肉
不动纤毛综合征,并发症,鼻窦炎
贝克痣,并发症,皮肤平滑肌瘤
热中,并发症,便秘
妊娠合并生殖器疱疹,并发症,流产
妊娠合并生殖器疱疹,并发症,黄疸
妊娠期甲状腺功能亢进,并发症,充血性心力衰竭
染色体异常伴发的精神障碍,并发症,妄想症
妊娠期甲状腺功能亢进,并发症,早产
瑞尔黑变病,并发症,脓毒症
软腭癌,并发症,吞咽困难
特发性关节痛综合征,并发症,骨质增生
特发性胃肠道嗜酸性细胞浸润综合征,并发症,肠梗阻
胎热,并发症,胎漏
特发性胃肠道嗜酸性细胞浸润综合征,并发症,腹泻
胎盘部分残留,并发症,产后出血
胎盘部分残留,并发症,前置胎盘
头皮撕脱伤,并发症,贫血
妊娠期甲状腺功能亢进,并发症,妊娠高血压综合征
糖尿病乳酸性酸中毒,并发症,糖尿病性视网膜病变
童年社会功能障碍,并发症,童年情绪障碍
软骨样汗管瘤,并发症,营养代谢障碍疾病
糖尿病乳酸性酸中毒,并发症,糖尿病酮症酸中毒
听神经瘤,并发症,水肿
听神经瘤,并发症,耳聋
听神经瘤,并发症,头痛
听神经瘤,并发症,面瘫
糖尿病乳酸性酸中毒,并发症,非酮症高血糖-高渗性昏迷
糖尿病乳酸性酸中毒,并发症,糖尿病性神经病
糖尿病乳酸性酸中毒,并发症,糖尿病性肾病
脱疽,并发症,心气虚
青少年及小儿阴道肉瘤,并发症,尿毒症
青少年及小儿阴道肉瘤,并发症,呼吸衰竭
青春期功能失调性子宫出血,并发症,贫血
青年心肌梗死,并发症,猝死
青年性驼背,并发症,骨关节炎
慢性心功能不全,并发症,支气管肺炎
慢性乳腺炎,并发症,脓肿
慢性心功能不全,并发症,肺水肿
慢性心功能不全,并发症,呼吸道感染
慢性心功能不全,并发症,咯血
慢性心功能不全,并发症,肺栓塞
慢性心功能不全,并发症,黄疸
瞀瘛,并发症,神昏
麻痹性臂丛神经炎,并发症,躯体感觉障碍
明癣,并发症,花斑癣
麻痹性臂丛神经炎,并发症,瘫痪
曼陀罗中毒,并发症,昏迷
脉络膜脱离型视网膜脱离,并发症,玻璃体混浊
脉络膜缺损,并发症,黄斑囊样水肿
脉络膜脱离型视网膜脱离,并发症,增生性玻璃体视网膜病变
明癣,并发症,股癣
明癣,并发症,头癣
明癣,并发症,体癣
明癣,并发症,红斑
曼陀罗中毒,并发症,谵妄
明癣,并发症,红癣
青年人中的成年发病型糖尿病,并发症,高血压
明癣,并发症,脱发
青年人中的成年发病型糖尿病,并发症,糖尿病肾病
麻痹性臂丛神经炎,并发症,肩关节不稳定
丘疹性荨麻疹,并发症,喉炎
麻痹性臂丛神经炎,并发症,肩关节周围炎
青年人中的成年发病型糖尿病,并发症,视网膜病变
卵泡腺细胞增殖综合征,并发症,痤疮
老年人肺性脑病,并发症,肺性脑病
老年人肺性脑病,并发症,脑疝
淋证,并发症,阴虚火旺
老年人肺性脑病,并发症,昏迷
念珠菌病,并发症,肺炎
奈瑟卡他球菌肺炎,并发症,脑膜炎
颞间隙感染,并发症,脑脓肿
颞间隙感染,并发症,脑膜炎
奈瑟卡他球菌肺炎,并发症,心内膜炎
内分泌性高血压,并发症,多系统器官功能衰竭
奈瑟卡他球菌肺炎,并发症,败血症
黏膜白色海绵状痣,并发症,脓毒症
镍及其化合物引起的皮肤病,并发症,支气管炎
囊性肾病,并发症,黄斑变性
内分泌性高血压,并发症,白内障
宫颈浸润癌,并发症,子宫内膜癌
囊性肾病,并发症,近视
囊性肾病,并发症,高血压
过敏性结肠炎,并发症,肛管、直肠、结肠狭窄
囊性肾病,并发症,尿路感染
囊性肾病,并发症,白内障
赤痢,并发症,低血压
内分泌性高血压,并发症,脑出血
内分泌性高血压,并发症,肾炎
内分泌性高血压,并发症,蛋白尿
颅脑损伤,并发症,脑震荡
内分泌性高血压,并发症,冠心病
内分泌性高血压,并发症,脑血栓
内分泌性高血压,并发症,脑梗塞
老年期谵妄,并发症,营养不良
老年期谵妄,并发症,口腔溃疡
老年人胃食管反流病,并发症,Barrett食管
囊性肾病,并发症,肾髓质囊性病
镍及其化合物引起的皮肤病,并发症,过敏性肺炎
老年期谵妄,并发症,褥疮
肛肠疾病,并发症,水肿
肛肠疾病,并发症,直肠癌
持续性肢皮炎,并发症,红皮病
成人多动症,并发症,精神病
赤丝虬脉,并发症,结膜充血
肠胃型感冒,并发症,腹泻
高致病性禽流感病毒感染,并发症,败血症
成人骨坏死,并发症,髋关节脱位
成人骨坏死,并发症,髋关节结核
功能性聋,并发症,爆震性耳聋
尘螨过敏,并发症,过敏性哮喘
尘螨过敏,并发症,过敏性结膜炎
成人腹股沟斜疝,并发症,腹胀
成人腹股沟斜疝,并发症,肠梗阻
心血管疾病,并发症,肺水肿
血液病,并发症,紫癜
血液病,并发症,充血性脾肿大
小儿泄泻,并发症,慢惊风
尘螨过敏,并发症,过敏性荨麻疹
血液病,并发症,贫血
股疝,并发症,脓肿
高致病性禽流感病毒感染,并发症,肺炎
血液病,并发症,白血病
肠胃型感冒,并发症,胃寒呕吐
成人腹股沟斜疝,并发症,便秘
肛肠疾病,并发症,肛门失禁
股疝,并发症,肠瘘
小儿泄泻,并发症,惊风
小儿结膜吸吮线虫病,并发症,青光眼
小儿烫伤,并发症,代谢性酸中毒
小儿烫伤,并发症,败血症
肺门淋巴结核,并发症,脓胸
发育不良痣,并发症,恶性黑色素瘤
肺门淋巴结核,并发症,支气管扩张
肺门淋巴结核,并发症,气胸
反射性晕厥,并发症,昏迷
副伤寒,并发症,心包炎
阳虚发热,并发症,咽喉痛
药物中毒,并发症,呼吸衰竭
奋森咽峡炎,并发症,头痛
房事头疼症,并发症,腹痛
奋森咽峡炎,并发症,吞咽困难
房事头疼症,并发症,高血压
副伤寒,并发症,心内膜炎
星形病毒胃肠炎,并发症,中耳炎
阴囊坏疽,并发症,感染性休克
星形病毒胃肠炎,并发症,败血症
星形病毒胃肠炎,并发症,支气管炎
营养性贫血,并发症,口角炎
眼眶黏液囊肿,并发症,慢性化脓性鼻窦炎
腹壁切口疝,并发症,腹痛
眼睑热性疱疹,并发症,慢性淋巴结炎
植物人,并发症,脑震荡
灼性神经痛,并发症,周围神经损伤
早秃,并发症,社交恐惧症
中性粒细胞减少症,并发症,败血症
坏疽性脓皮症,并发症,溃疡性结肠炎
足外翻,并发症,骨结核
虹膜黑色素瘤,并发症,青光眼
足外翻,并发症,骨髓纤维化
植物人,并发症,脑瘤
职业病,并发症,煤炭工尘肺
职业病,并发症,汞中毒
职业病,并发症,棉尘肺
职业病,并发症,二硫化碳中毒
后葡萄膜炎,并发症,玻璃体混浊
喉痈,并发症,神昏
回旋形线状鱼鳞病,并发症,持久性色素异常性红斑
喉痈,并发症,口臭
寒湿泄泻,并发症,脱水
职业病,并发症,苯中毒
喉痈,并发症,便秘
后葡萄膜炎,并发症,白内障
喉痈,并发症,壮热
混合瘤,并发症,泪腺混合瘤
喉痈,并发症,头痛
喉痈,并发症,腹胀
硬红斑,并发症,色素斑
硬红斑,并发症,肺结核
滑脱性肋骨综合征,并发症,肌肉痉挛
环跳疽,并发症,肿胀
急性间质性肺炎,并发症,自发性气胸
酒胀,并发症,视网膜病变
急腹症,并发症,多系统器官功能衰竭
皮克病性痴呆,并发症,多重肺部感染
急性肠炎,并发症,腹胀
急性肠炎,并发症,贫血
皮克病性痴呆,并发症,褥疮
皮脂腺癌,并发症,脓毒症
皮脂腺癌,并发症,肺癌
皮脂腺癌,并发症,全身化脓性感染
急性肠炎,并发症,腹痛
葡萄球菌肺炎,并发症,脑膜炎
平底足,并发症,创伤性关节炎
急性肠炎,并发症,腹泻
急性肠炎,并发症,便血
葡萄球菌肺炎,并发症,心内膜炎
吉兰-巴雷综合征,并发症,高血压
水疝,并发症,男性不育症
吉兰-巴雷综合征,并发症,吞咽困难
吉兰-巴雷综合征,并发症,瘫痪
水疝,并发症,鞘膜积液
皮下脂膜炎性T细胞淋巴瘤,并发症,皮下T细胞淋巴瘤
皮下脂肪肉芽肿,并发症,脓毒症
食管肉瘤,并发症,食管裂孔疝
神经性耳聋,并发症,老年痴呆
口腔颌面部间隙感染,并发症,败血症
结节性筋膜炎,并发症,平滑肌肉瘤
抗生素诱发的肠炎,并发症,真菌性肠炎
Kartagener综合征,并发症,唇裂
口腔颌面部毛细管型淋巴管瘤,并发症,开合
口腔颌面部毛细管型淋巴管瘤,并发症,囊状淋巴管瘤
原发性开角型青光眼,并发症,高眼压症
Kartagener综合征,并发症,脑积水
肾钙乳,并发症,尿道结石
口腔颌面部毛细管型淋巴管瘤,并发症,海绵状淋巴管瘤
口角炎,并发症,口腔溃疡
卡波西水痘样疹,并发症,肺炎
卡波西水痘样疹,并发症,支气管炎
卡波西水痘样疹,并发症,中耳炎
口角炎,并发症,维生素C缺乏病
卡波西水痘样疹,并发症,结膜炎
卡波西水痘样疹,并发症,咽炎
口腔结核性溃疡,并发症,失眠
口腔结核性溃疡,并发症,口臭
口腔结核性溃疡,并发症,头痛
卡波西水痘样疹,并发症,扁桃体炎
口腔结核性溃疡,并发症,咽炎
Kartagener综合征,并发症,房间隔缺损
口腔结核性溃疡,并发症,便秘
Kartagener综合征,并发症,鼻息肉
食管胃底静脉曲张及其破裂出血,并发症,肝性脑病
食管胃底静脉曲张及其破裂出血,并发症,肝硬化
Kartagener综合征,并发症,鼻窦炎
口腔颌面部囊肿,并发症,口腔颌面部皮样、表皮样囊肿
Kartagener综合征,并发症,慢性鼻炎
食管胃底静脉曲张及其破裂出血,并发症,胃病
阿米巴病肠穿孔,并发症,阿米巴肝脓肿
Alagille综合征,并发症,黄疸
左束支传导阻滞,并发症,左束支中隔支传导阻滞
克-雅氏病性痴呆,并发症,肺炎
髋臼骨折,并发症,创伤性关节炎
第一掌骨基底部骨折脱位,并发症,骨折
大疱性鼓膜炎,并发症,耳鸣
单纯疱疹病毒感染症,并发症,黄疸
多发性脑膜瘤,并发症,脑水肿
外阴恶性颗粒细胞瘤,并发症,肺转移瘤
大疱性鼓膜炎,并发症,外耳道疖肿
骶尾部畸胎瘤,并发症,便秘
外阴急性蜂窝组织炎,并发症,阴道炎
单次发作抑郁症,并发症,便秘
外阴瘙痒症,并发症,外阴溃疡
维生素A缺乏神经病,并发症,腹泻
外阴瘙痒症,并发症,前庭大腺炎
围生期心肌病,并发症,动脉栓塞
外阴急性蜂窝组织炎,并发症,尿道炎
完全性房室传导阻滞,并发症,脑栓塞
维生素A缺乏神经病,并发症,呼吸道感染
围绝经期前后的外阴白色病变,并发症,阴道炎
微病毒B19感染性风湿病,并发症,脑膜炎
完全性房室传导阻滞,并发症,阿-斯综合征
多发性肌炎和皮肌炎伴发的精神障碍,并发症,躯体疾病伴发的精神障碍
微病毒B19感染性风湿病,并发症,自身免疫性溶血性贫血
外阴瘙痒症,并发症,前庭大腺囊肿
微病毒B19感染性风湿病,并发症,遗传性球形红细胞增多症
微病毒B19感染性风湿病,并发症,溶血性贫血
播散性嗜酸粒细胞增多性胶原病,并发症,脾大
