122.228.19.80 - - [22/Mar/2019:00:44:12 +0800] "GET /mahua/v/20190212/8dfcb2192a5052e5a152b9d8115201af_24f3fa0cbc00474fab1610181191b09c_0.m3u8 HTTP/1.1" 404 1121 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:53 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:15:56 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:15:57 +0800] "GET /doctor/login1/code.jpg HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:15:58 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:15:58 +0800] "GET /doctor/login1/code.jpg HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:15:59 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:00 +0800] "GET /doctor/login1/code.jpg HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:00 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:00 +0800] "GET /doctor/login1/code.jpg HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:09 +0800] "GET / HTTP/1.1" 200 12678 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:10 +0800] "GET /views/console HTTP/1.1" 301 0 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:10 +0800] "GET /views/console/ HTTP/1.1" 200 13314 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:13 +0800] "GET /doctor/login1 HTTP/1.1" 301 0 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:14 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:16 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:17 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:17 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:19 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:39 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:40 +0800] "GET /doctor/login1/code.jpg HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
120.199.34.100 - - [22/Mar/2019:14:16:42 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:42 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:42 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:42 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:42 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:43 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:43 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:43 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:45 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:46 +0800] "GET /doctor/login1/ HTTP/1.1" 200 4392 "http://119.29.225.142/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:47 +0800] "GET /static/users/css/layui.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:47 +0800] "GET /static/users/js/layui.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:47 +0800] "GET /static/users/css/admin.css HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:47 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:47 +0800] "GET /static/images/background.jpg HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:48 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
120.199.34.100 - - [22/Mar/2019:14:16:48 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 304 0 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"
210.32.25.14 - - [22/Mar/2019:14:16:58 +0800] "GET / HTTP/1.1" 200 12678 "-" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:16:59 +0800] "GET /views/console/ HTTP/1.1" 200 13372 "http://119.29.225.142/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:01 +0800] "GET /doctor/login1 HTTP/1.1" 301 0 "http://119.29.225.142/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:01 +0800] "GET /doctor/login1/ HTTP/1.1" 200 129 "http://119.29.225.142/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:01 +0800] "GET /favicon.ico HTTP/1.1" 404 1121 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:04 +0800] "GET /doctor/login1/ HTTP/1.1" 200 3449 "http://119.29.225.142/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:04 +0800] "GET /static/users/js/layui.js HTTP/1.1" 200 9722 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:04 +0800] "GET /static/users/css/admin.css HTTP/1.1" 200 1700 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:05 +0800] "GET /static/users/css/layui.css HTTP/1.1" 200 78313 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:05 +0800] "GET /static/users/js/lay/modules/layer.js HTTP/1.1" 200 32221 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:06 +0800] "GET /static/users/js/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 200 18685 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:07 +0800] "GET /static/users/js/lay/modules/jquery.js HTTP/1.1" 200 147362 "http://119.29.225.142/doctor/login1/" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
210.32.25.14 - - [22/Mar/2019:14:17:08 +0800] "GET /static/images/background.jpg HTTP/1.1" 200 276020 "http://119.29.225.142/static/users/css/admin.css" "Mozilla/5.0 (Linux; U; Android 9; zh-cn; MIX 2S Build/PKQ1.180729.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/61.0.3163.128 Mobile Safari/537.36 XiaoMi/MiuiBrowser/10.5.2"
